,0
53495,0
97677,0
102378,0
78949,0
136982,0
119074,0
94496,0
7103,1
17819,1
22295,1
132239,0
43633,1
54193,0
40850,1
116621,0
101799,0
8285,1
138763,0
81072,0
147331,0
20683,1
40631,1
159459,0
152644,0
70204,0
38015,1
53920,0
27557,1
149831,0
7781,1
115890,0
48523,0
36836,1
40115,1
145398,0
144219,0
7360,1
60191,0
129016,0
51833,0
105195,0
112995,0
41223,1
29809,1
54234,0
65128,0
69502,0
153950,0
59156,0
92145,0
50885,0
32533,1
144310,0
145141,0
40308,1
60143,0
38712,1
152937,0
132073,0
11355,1
103563,0
111389,0
145532,0
12212,1
89904,0
63048,0
128956,0
105525,0
86084,0
29354,1
56892,0
142114,0
81835,0
142255,0
1914,1
71659,0
158136,0
141065,0
57897,0
114005,0
152102,0
143367,0
46265,0
124928,0
53613,0
75247,0
16284,1
6042,1
91569,0
134350,0
153542,0
142667,0
122581,0
98450,0
41087,1
38029,1
18907,1
120146,0
72108,0
6915,1
140047,0
138916,0
121914,0
98406,0
109145,0
71056,0
112924,0
122529,0
65240,0
102049,0
91877,0
90936,0
93357,0
152759,0
43684,1
66905,0
53131,0
53250,0
65996,0
142375,0
193,1
41433,1
146978,0
42541,1
143521,0
108828,0
39759,1
120655,0
66817,0
54219,0
152985,0
71093,0
24312,1
100294,0
16831,1
158830,0
104012,0
26986,1
129037,0
67520,0
91192,0
141510,0
20629,1
4067,1
117825,0
98989,0
99486,0
117795,0
89622,0
84520,0
87223,0
26711,1
40431,1
139240,0
22521,1
80033,0
35189,1
126298,0
84901,0
110363,0
132619,0
77683,0
147466,0
118736,0
99832,0
113673,0
56713,0
10764,1
61837,0
106330,0
37317,1
127114,0
90239,0
137449,0
107523,0
96912,0
82004,0
40572,1
53006,0
51417,0
122000,0
159167,0
7589,1
82509,0
129744,0
153768,0
151638,0
159242,0
47767,0
105957,0
149040,0
104862,0
137262,0
96660,0
147788,0
48703,0
32523,1
1315,1
150560,0
44042,1
95377,0
67594,0
37972,1
77015,0
102188,0
26899,1
56644,0
99817,0
132195,0
6467,1
53842,0
105992,0
141872,0
58810,0
5003,1
102759,0
66151,0
72485,0
12008,1
91466,0
51129,0
39472,1
66984,0
96870,0
109161,0
156890,0
113603,0
137761,0
155831,0
109015,0
109540,0
105209,0
65081,0
100753,0
136733,0
1340,1
144853,0
33050,1
25237,1
31639,1
145916,0
99342,0
141069,0
159082,0
64966,0
8723,1
150174,0
17025,1
153136,0
4504,1
70917,0
74623,0
158450,0
3865,1
60393,0
126877,0
48236,0
83171,0
47863,0
3196,1
9834,1
147215,0
110946,0
44078,1
84111,0
32611,1
80277,0
150522,0
74649,0
22066,1
89565,0
140527,0
100086,0
124970,0
4781,1
143770,0
90378,0
20208,1
68411,0
25643,1
9483,1
79391,0
150381,0
128932,0
102831,0
39299,1
94671,0
159644,0
97444,0
80286,0
119857,0
83287,0
152675,0
42173,1
84485,0
58706,0
48923,0
65036,0
153219,0
33299,1
152980,0
72418,0
60821,0
26697,1
102230,0
136756,0
56867,0
4026,1
127048,0
124521,0
128996,0
43281,1
95612,0
143579,0
92282,0
4936,1
16472,1
46679,0
33729,1
41447,1
68410,0
101051,0
34115,1
155473,0
47299,0
61812,0
2210,1
115316,0
153651,0
22444,1
50276,0
102641,0
137249,0
134843,0
140068,0
39717,1
74879,0
149851,0
102365,0
114869,0
27594,1
20445,1
14916,1
14307,1
79230,0
12348,1
84142,0
92188,0
91415,0
94565,0
109533,0
54759,0
88689,0
131912,0
39115,1
8618,1
21268,1
27226,1
104872,0
89061,0
36136,1
70244,0
121822,0
140014,0
44640,1
8438,1
134576,0
23747,1
111692,0
8482,1
47940,0
98323,0
132881,0
49819,0
52228,0
80660,0
101597,0
111586,0
52313,0
83286,0
80941,0
51337,0
99644,0
113576,0
19912,1
11374,1
16224,1
76786,0
11746,1
57904,0
28116,1
124696,0
80018,0
101105,0
111865,0
10963,1
23124,1
135515,0
102269,0
157168,0
12182,1
9162,1
10678,1
26902,1
82254,0
102791,0
114894,0
47781,0
30374,1
71629,0
69802,0
18359,1
12510,1
110652,0
132396,0
111445,0
15942,1
113267,0
80867,0
70856,0
104454,0
94700,0
95799,0
72208,0
151571,0
53303,0
110407,0
2677,1
39734,1
139550,0
138947,0
67127,0
79598,0
61566,0
57034,0
45857,0
94263,0
85852,0
137357,0
118437,0
19495,1
27574,1
51286,0
76146,0
55310,0
154419,0
94506,0
862,1
110239,0
21653,1
133443,0
25980,1
144826,0
144125,0
74530,0
73694,0
95644,0
119069,0
142236,0
25818,1
147236,0
69860,0
47537,0
718,1
3399,1
159366,0
87395,0
41208,1
75910,0
33470,1
7512,1
152591,0
38575,1
30371,1
157665,0
39249,1
17637,1
52485,0
14361,1
87679,0
132225,0
18343,1
54228,0
70581,0
58211,0
87413,0
101068,0
48406,0
88312,0
75126,0
51225,0
60166,0
39663,1
152250,0
153281,0
152749,0
72142,0
129689,0
42003,1
86918,0
99998,0
26295,1
52971,0
78245,0
152230,0
21997,1
109511,0
38530,1
65553,0
65144,0
119223,0
151525,0
58313,0
92619,0
157643,0
2317,1
152169,0
156873,0
76015,0
20670,1
116453,0
96256,0
72206,0
8142,1
88931,0
107996,0
90417,0
101630,0
139943,0
119579,0
86855,0
157695,0
143296,0
104527,0
122362,0
96247,0
112237,0
4642,1
125932,0
88924,0
153986,0
118704,0
27293,1
81001,0
90083,0
39845,1
5099,1
44731,1
77130,0
18566,1
151623,0
122834,0
30506,1
68430,0
27875,1
107871,0
64992,0
50935,0
11614,1
74579,0
97129,0
8047,1
153864,0
47827,0
128285,0
77482,0
32542,1
35732,1
47663,0
94825,0
464,1
61215,0
2975,1
3349,1
147326,0
50378,0
143752,0
77265,0
151073,0
38775,1
44103,1
112560,0
48105,0
150628,0
89267,0
99633,0
11705,1
30656,1
15731,1
146501,0
37848,1
150187,0
146015,0
155900,0
66472,0
63058,0
138607,0
157955,0
117736,0
97232,0
104018,0
33402,1
96714,0
92465,0
159048,0
23355,1
145568,0
48161,0
48641,0
109404,0
110937,0
81008,0
8068,1
24277,1
146605,0
7546,1
146386,0
36232,1
90185,0
33152,1
64417,0
107348,0
146083,0
138404,0
128012,0
127242,0
143434,0
108183,0
45490,0
95803,0
119730,0
44682,1
28934,1
97286,0
27817,1
50952,0
120350,0
121485,0
48660,0
21847,1
103521,0
55148,0
69902,0
3480,1
138166,0
149643,0
93647,0
30732,1
97577,0
43013,1
155232,0
145909,0
117798,0
1243,1
144205,0
11007,1
159439,0
42978,1
87362,0
110134,0
62988,0
104611,0
106583,0
116520,0
86422,0
99423,0
142659,0
147761,0
118698,0
158910,0
104408,0
8898,1
136243,0
115073,0
36230,1
2170,1
47316,0
139636,0
92376,0
6473,1
151321,0
130154,0
135530,0
85520,0
157629,0
130443,0
10762,1
154130,0
104082,0
58259,0
14928,1
114076,0
94653,0
62869,0
89514,0
89875,0
112235,0
95731,0
50365,0
12502,1
24557,1
92742,0
9915,1
96819,0
38170,1
116337,0
129700,0
142982,0
106632,0
45864,0
32849,1
24013,1
31464,1
144282,0
143750,0
72539,0
141229,0
159093,0
121060,0
85390,0
9658,1
76660,0
54051,0
123359,0
28226,1
1319,1
6084,1
38907,1
88274,0
1413,1
96593,0
81442,0
20649,1
110064,0
143426,0
2795,1
10806,1
32748,1
98358,0
27818,1
76583,0
124743,0
132422,0
2339,1
110280,0
52089,0
9767,1
93913,0
125,1
34260,1
40377,1
67375,0
38751,1
28492,1
136918,0
4645,1
36580,1
28627,1
95364,0
139502,0
78418,0
27151,1
43109,1
735,1
119104,0
102532,0
22238,1
133968,0
146554,0
51960,0
138787,0
130275,0
133881,0
67421,0
45913,0
142496,0
78748,0
56536,0
32195,1
25032,1
57860,0
47349,0
116013,0
116437,0
153222,0
26595,1
39625,1
158356,0
4496,1
42290,1
50924,0
26318,1
29424,1
131858,0
147286,0
82848,0
149528,0
49701,0
23048,1
36818,1
5426,1
154565,0
10766,1
128289,0
48754,0
83487,0
145079,0
12281,1
93418,0
87557,0
100016,0
104147,0
71596,0
155250,0
80483,0
62147,0
130428,0
132603,0
129469,0
52472,0
128011,0
76337,0
43286,1
107397,0
51479,0
99959,0
153568,0
91904,0
121006,0
79389,0
7158,1
44853,1
10975,1
75678,0
27195,1
96228,0
41205,1
26040,1
86564,0
81339,0
107771,0
72482,0
149456,0
10986,1
7785,1
11550,1
38380,1
5951,1
42157,1
103884,0
79896,0
57437,0
56028,0
23547,1
85604,0
94710,0
76577,0
130746,0
109267,0
43750,1
95148,0
105774,0
75964,0
55640,0
89872,0
102382,0
50328,0
50674,0
111179,0
54103,0
112382,0
77616,0
27006,1
140027,0
88076,0
156796,0
156089,0
4559,1
153608,0
123550,0
103143,0
104348,0
5107,1
151904,0
40880,1
46903,0
75204,0
108903,0
69324,0
102072,0
89348,0
146690,0
133740,0
159264,0
122752,0
24276,1
19394,1
58747,0
148903,0
42344,1
87790,0
103953,0
124282,0
119496,0
65979,0
89289,0
13505,1
10466,1
35469,1
99004,0
11065,1
82762,0
86400,0
28217,1
1165,1
73273,0
117172,0
158704,0
65868,0
81244,0
117322,0
102780,0
82202,0
67323,0
75937,0
149351,0
58196,0
11112,1
100235,0
148487,0
120261,0
147555,0
54578,0
35416,1
145505,0
132518,0
136102,0
85279,0
39403,1
113229,0
5782,1
24457,1
125567,0
2963,1
113858,0
438,1
88803,0
21277,1
149885,0
108511,0
111837,0
64734,0
75944,0
83377,0
136614,0
79639,0
123289,0
11214,1
136624,0
13196,1
87816,0
139137,0
145430,0
138601,0
156328,0
148255,0
70178,0
41222,1
74680,0
155745,0
47976,0
64721,0
28818,1
104532,0
136017,0
51660,0
95699,0
51283,0
15471,1
134807,0
154302,0
89356,0
60115,0
86101,0
1672,1
12391,1
112715,0
23186,1
72441,0
16043,1
27045,1
129428,0
40669,1
26714,1
83940,0
32980,1
3616,1
153024,0
118973,0
52984,0
127664,0
30525,1
100010,0
121249,0
91519,0
63963,0
22441,1
93442,0
147993,0
93392,0
24395,1
111668,0
112126,0
43695,1
148270,0
119864,0
36867,1
17563,1
117504,0
103828,0
72822,0
66228,0
62554,0
6567,1
48336,0
74848,0
35689,1
35199,1
112993,0
129709,0
119748,0
27262,1
100378,0
87823,0
82303,0
4890,1
27362,1
11568,1
52345,0
136812,0
20674,1
18388,1
84542,0
15399,1
75318,0
151201,0
42236,1
123141,0
65005,0
102913,0
117379,0
50587,0
101651,0
140270,0
124104,0
123337,0
35248,1
102133,0
62509,0
108898,0
92224,0
36705,1
111464,0
22197,1
79877,0
90738,0
7224,1
142976,0
31714,1
29021,1
105422,0
56347,0
12876,1
129646,0
107440,0
94985,0
77314,0
140595,0
105299,0
71499,0
15959,1
22882,1
67606,0
96763,0
62700,0
149927,0
35530,1
70054,0
150681,0
108225,0
13507,1
78310,0
106697,0
56539,0
152422,0
117372,0
101663,0
80511,0
20443,1
109835,0
85613,0
47437,0
54341,0
128746,0
21583,1
69909,0
111178,0
97612,0
13652,1
27075,1
44525,1
88294,0
41756,1
102370,0
43803,1
15161,1
5877,1
1981,1
73839,0
143798,0
86943,0
98781,0
71600,0
142777,0
156098,0
125132,0
54545,0
131419,0
54066,0
141174,0
43193,1
27994,1
56019,0
98011,0
30212,1
128146,0
140862,0
79452,0
115700,0
10164,1
37117,1
21202,1
12875,1
14638,1
148267,0
35521,1
56765,0
52411,0
69147,0
17019,1
132973,0
30297,1
55849,0
141240,0
7968,1
81433,0
152727,0
72313,0
123457,0
117773,0
17064,1
11450,1
76970,0
71294,0
145770,0
68506,0
34584,1
89070,0
139880,0
94335,0
109815,0
115567,0
25896,1
29363,1
149934,0
73527,0
101952,0
21101,1
83399,0
59702,0
75008,0
146505,0
137626,0
111520,0
50840,0
141646,0
17604,1
5022,1
14508,1
76246,0
110358,0
72684,0
80588,0
97646,0
81384,0
155455,0
14202,1
20435,1
93972,0
69237,0
155441,0
71120,0
146468,0
59870,0
126380,0
58641,0
55437,0
135052,0
21098,1
157242,0
115517,0
46562,0
65283,0
31604,1
45575,0
81703,0
116734,0
85952,0
117006,0
79037,0
25802,1
14831,1
57365,0
7988,1
52143,0
79916,0
49238,0
119399,0
18141,1
98287,0
51891,0
111669,0
43691,1
76268,0
155371,0
134024,0
81504,0
86856,0
112867,0
72435,0
80139,0
31591,1
6707,1
37493,1
89216,0
117333,0
91551,0
24585,1
114013,0
72821,0
87459,0
6276,1
146462,0
108041,0
98164,0
8896,1
22914,1
104179,0
99789,0
55038,0
87602,0
155965,0
1004,1
22548,1
133037,0
100797,0
142432,0
108293,0
132653,0
149475,0
101817,0
75783,0
146423,0
62053,0
67914,0
45587,0
67450,0
138899,0
47622,0
80931,0
86008,0
40580,1
9719,1
19462,1
5191,1
40167,1
39419,1
61335,0
152601,0
88984,0
42040,1
99986,0
68729,0
16657,1
112443,0
135789,0
144078,0
38045,1
124214,0
25678,1
151351,0
6430,1
88825,0
55291,0
57063,0
22042,1
142764,0
158217,0
148244,0
123027,0
78001,0
121735,0
26604,1
13607,1
110041,0
44207,1
12318,1
89491,0
109769,0
45809,0
8877,1
115442,0
4675,1
99679,0
36474,1
77590,0
70494,0
20839,1
3117,1
92363,0
123695,0
22158,1
38833,1
64965,0
108912,0
98127,0
13538,1
123874,0
54259,0
82886,0
105808,0
152494,0
10714,1
146770,0
132403,0
42126,1
47010,0
95465,0
23176,1
8447,1
140086,0
4299,1
62409,0
6090,1
17441,1
51438,0
1333,1
88757,0
105360,0
151404,0
117382,0
142973,0
99045,0
60878,0
17535,1
92436,0
149849,0
28170,1
157154,0
148762,0
51640,0
98910,0
120439,0
70037,0
95628,0
18252,1
97569,0
137157,0
27357,1
156786,0
126333,0
104030,0
37164,1
86984,0
100012,0
102015,0
156554,0
12596,1
64847,0
112999,0
48715,0
63677,0
26145,1
100686,0
119017,0
130685,0
58290,0
92577,0
13509,1
101316,0
14800,1
21115,1
132328,0
67037,0
57151,0
121818,0
84549,0
37091,1
21695,1
98080,0
23874,1
104915,0
34037,1
93637,0
105457,0
97532,0
116227,0
45646,0
23322,1
3843,1
3550,1
20135,1
120570,0
87590,0
70725,0
136014,0
130015,0
17235,1
33398,1
94392,0
155108,0
82044,0
74415,0
1732,1
150767,0
52116,0
130176,0
133210,0
101672,0
10041,1
114433,0
147173,0
107373,0
45008,1
81660,0
156825,0
97584,0
126844,0
85787,0
146779,0
153767,0
118238,0
47907,0
131301,0
55265,0
134662,0
106588,0
53343,0
9107,1
19302,1
66566,0
51207,0
79378,0
4664,1
152095,0
67327,0
113793,0
157167,0
96436,0
924,1
40000,1
148245,0
70243,0
114130,0
128702,0
63920,0
35964,1
5409,1
107669,0
53010,0
74577,0
33520,1
90388,0
42667,1
40290,1
31178,1
43855,1
36623,1
26775,1
85294,0
125823,0
43145,1
131473,0
105084,0
50109,0
67427,0
23842,1
76670,0
104363,0
19036,1
138299,0
46365,0
95781,0
21417,1
106241,0
33386,1
138566,0
145239,0
33704,1
14417,1
95013,0
157426,0
145295,0
140851,0
2635,1
79139,0
93978,0
84770,0
145648,0
144227,0
73200,0
8537,1
51694,0
83109,0
9147,1
135767,0
28167,1
47380,0
90120,0
158672,0
66491,0
80496,0
3531,1
18207,1
6663,1
81579,0
11452,1
75455,0
38483,1
4075,1
113830,0
8921,1
132860,0
123828,0
117392,0
57645,0
146266,0
30419,1
122418,0
37219,1
138703,0
151842,0
133223,0
28895,1
12153,1
122562,0
101954,0
77223,0
103512,0
95413,0
84411,0
81332,0
28286,1
48843,0
98489,0
85303,0
61640,0
70877,0
59789,0
126638,0
141282,0
110930,0
116137,0
55675,0
64462,0
78502,0
138070,0
128282,0
33214,1
100347,0
98612,0
140085,0
92339,0
74362,0
67872,0
140459,0
65496,0
24460,1
3105,1
12248,1
22569,1
29305,1
8344,1
140836,0
51055,0
1258,1
6798,1
3087,1
30472,1
13383,1
51058,0
133637,0
64705,0
130986,0
132723,0
123731,0
84213,0
124106,0
40694,1
46817,0
31619,1
159255,0
54737,0
89504,0
132986,0
57096,0
33585,1
151612,0
142665,0
118214,0
129811,0
52586,0
34868,1
48928,0
17999,1
15881,1
83375,0
47232,0
84719,0
21,1
106857,0
114361,0
107938,0
59519,0
111420,0
29876,1
22353,1
67691,0
97290,0
129729,0
114553,0
140511,0
8457,1
59323,0
23660,1
149743,0
16870,1
26870,1
26542,1
141093,0
65770,0
67025,0
134805,0
10270,1
15842,1
18698,1
115569,0
113177,0
95985,0
41301,1
20980,1
50375,0
1422,1
33362,1
91056,0
79713,0
40734,1
53218,0
107115,0
37899,1
3791,1
109625,0
88250,0
14994,1
52669,0
68578,0
114721,0
124296,0
76547,0
41617,1
61111,0
127701,0
8940,1
13532,1
107820,0
112875,0
117283,0
40401,1
103265,0
40930,1
105523,0
129416,0
147538,0
109199,0
155048,0
114839,0
92991,0
151958,0
90235,0
84597,0
139409,0
60253,0
130182,0
23843,1
121897,0
147790,0
71989,0
112111,0
149804,0
107324,0
142178,0
39881,1
3572,1
138324,0
45919,0
157783,0
99099,0
147942,0
100499,0
119314,0
76218,0
57504,0
105388,0
136166,0
151248,0
82296,0
116874,0
60766,0
110640,0
81550,0
128615,0
133478,0
145528,0
83412,0
118873,0
12683,1
88616,0
66373,0
120115,0
140242,0
27379,1
37527,1
10870,1
55619,0
94972,0
151047,0
36739,1
18774,1
96891,0
64738,0
39096,1
135244,0
11235,1
31487,1
117639,0
39892,1
50833,0
59930,0
84620,0
68892,0
137285,0
60279,0
24059,1
112041,0
34845,1
32312,1
88443,0
82451,0
141209,0
49526,0
75978,0
156004,0
123417,0
123777,0
123142,0
96631,0
114149,0
101747,0
127205,0
18254,1
5206,1
44586,1
82859,0
124143,0
68504,0
143805,0
5649,1
101206,0
83096,0
114483,0
23201,1
146111,0
51269,0
45520,0
136121,0
66839,0
113121,0
58619,0
51729,0
134674,0
27700,1
109174,0
99265,0
63420,0
30886,1
75869,0
108229,0
82703,0
109497,0
30224,1
90006,0
42615,1
70206,0
35568,1
45028,1
78150,0
28391,1
69408,0
99332,0
67616,0
37764,1
129872,0
153488,0
83062,0
24184,1
17670,1
129544,0
86655,0
100931,0
44162,1
21191,1
112187,0
43534,1
63650,0
93200,0
120496,0
123114,0
137566,0
139900,0
129575,0
144791,0
158316,0
39801,1
152711,0
48198,0
40591,1
28998,1
74155,0
70878,0
68911,0
114728,0
7274,1
138896,0
159054,0
31363,1
34096,1
25885,1
158926,0
41575,1
50615,0
27989,1
155204,0
38096,1
15160,1
46883,0
27837,1
51194,0
96715,0
2359,1
134510,0
105313,0
41425,1
274,1
39275,1
47177,0
59529,0
46323,0
19654,1
102981,0
152430,0
103333,0
149923,0
100076,0
130439,0
123996,0
128382,0
96355,0
127492,0
79658,0
85515,0
77455,0
22394,1
64658,0
2022,1
146350,0
8443,1
60355,0
66550,0
81952,0
82497,0
46863,0
94513,0
102201,0
26456,1
132089,0
105156,0
137430,0
131698,0
10194,1
98365,0
115117,0
140443,0
2186,1
129746,0
73530,0
40547,1
130347,0
1519,1
116181,0
3290,1
6341,1
83285,0
42402,1
17425,1
52279,0
59540,0
7495,1
44327,1
89349,0
9636,1
85660,0
69156,0
114884,0
1845,1
53922,0
156366,0
148863,0
125044,0
77297,0
147869,0
118539,0
159175,0
99677,0
151159,0
85676,0
120918,0
61192,0
125571,0
96793,0
116431,0
159307,0
54174,0
154495,0
104433,0
131166,0
58079,0
9417,1
103042,0
20625,1
61988,0
52576,0
75034,0
51488,0
92850,0
53915,0
150702,0
22215,1
4322,1
70404,0
28647,1
75503,0
40773,1
105537,0
151316,0
79017,0
149954,0
93227,0
108979,0
64225,0
128530,0
84360,0
75524,0
32752,1
40985,1
92863,0
110885,0
149502,0
618,1
31087,1
154782,0
56124,0
11733,1
97975,0
139972,0
79647,0
96832,0
110503,0
106793,0
158540,0
126361,0
11060,1
54849,0
121102,0
125803,0
52435,0
58225,0
111156,0
36724,1
109186,0
81002,0
99640,0
83571,0
11872,1
70557,0
127388,0
143717,0
121858,0
119995,0
133344,0
69537,0
79340,0
67803,0
55365,0
63007,0
26934,1
21606,1
41802,1
86749,0
141970,0
99716,0
111333,0
86757,0
37370,1
2120,1
56720,0
96853,0
113999,0
3854,1
125357,0
142299,0
44538,1
95842,0
92539,0
36850,1
139266,0
133945,0
134399,0
153125,0
94558,0
14524,1
147462,0
98198,0
11914,1
21069,1
83670,0
99918,0
116436,0
67798,0
102274,0
35957,1
118834,0
9033,1
76920,0
148173,0
25350,1
150914,0
45397,0
54721,0
84990,0
109689,0
71412,0
87690,0
90780,0
91740,0
136442,0
148684,0
93845,0
82806,0
32897,1
86147,0
53044,0
69123,0
90101,0
71246,0
78147,0
16081,1
78859,0
116993,0
122213,0
40242,1
41180,1
115581,0
55788,0
42582,1
154145,0
159088,0
122845,0
121172,0
93472,0
41161,1
62679,0
141697,0
105563,0
45121,0
107187,0
108102,0
13792,1
80253,0
101059,0
126739,0
108834,0
93409,0
147887,0
117853,0
85505,0
120981,0
132144,0
132310,0
65795,0
142259,0
145473,0
111271,0
51187,0
87414,0
123441,0
149407,0
66306,0
157560,0
148454,0
32742,1
30997,1
33843,1
85203,0
55820,0
102334,0
76530,0
89644,0
46114,0
91583,0
4031,1
159036,0
152082,0
125970,0
44513,1
87121,0
128860,0
116531,0
4987,1
39189,1
69038,0
71635,0
13073,1
26893,1
152925,0
101566,0
146774,0
118545,0
70969,0
6553,1
34879,1
101391,0
113720,0
49049,0
93594,0
26411,1
116332,0
147901,0
90997,0
145670,0
19978,1
128078,0
56743,0
7135,1
40639,1
96002,0
91855,0
142032,0
134846,0
153218,0
122659,0
107640,0
89832,0
121073,0
71416,0
96322,0
87586,0
134367,0
63855,0
107742,0
95341,0
40159,1
21293,1
55225,0
19844,1
124799,0
113517,0
65941,0
97769,0
118068,0
23338,1
59691,0
76170,0
110051,0
42821,1
21330,1
14400,1
112542,0
103443,0
86087,0
52084,0
113798,0
80232,0
74775,0
43550,1
72315,0
155881,0
109484,0
120042,0
76901,0
107093,0
144092,0
115023,0
25845,1
598,1
156894,0
111424,0
68598,0
56264,0
95940,0
114761,0
70435,0
150063,0
74133,0
146025,0
46419,0
36315,1
18520,1
5522,1
9630,1
98668,0
85977,0
118495,0
49856,0
55189,0
45731,0
64355,0
83283,0
105252,0
3534,1
151049,0
127136,0
86352,0
111351,0
45516,0
45335,0
147314,0
127018,0
132851,0
4411,1
77708,0
48969,0
52082,0
23948,1
81090,0
94316,0
27150,1
112400,0
95107,0
153255,0
32433,1
11090,1
61488,0
116314,0
56577,0
82424,0
109033,0
72937,0
90899,0
101363,0
77208,0
112300,0
65973,0
148965,0
140064,0
16691,1
60241,0
141879,0
56571,0
131526,0
54613,0
157618,0
134958,0
84762,0
105961,0
3657,1
81330,0
121780,0
28781,1
22146,1
63123,0
96517,0
106323,0
4473,1
121481,0
149128,0
100014,0
50640,0
158062,0
63890,0
28581,1
80216,0
88158,0
109805,0
49075,0
88351,0
136185,0
34433,1
81617,0
133661,0
58372,0
110673,0
138298,0
155305,0
44454,1
66046,0
72105,0
123112,0
9228,1
10313,1
91724,0
102827,0
82674,0
85906,0
45846,0
72478,0
100080,0
34696,1
61685,0
16010,1
158318,0
76183,0
38836,1
85250,0
128681,0
61078,0
151782,0
14726,1
94306,0
79141,0
84491,0
114062,0
106663,0
40331,1
127619,0
118602,0
134858,0
140132,0
80798,0
16930,1
128638,0
66842,0
99453,0
159056,0
89780,0
146533,0
152836,0
154187,0
14850,1
20267,1
124614,0
106137,0
48576,0
47090,0
34873,1
51725,0
58733,0
142329,0
97820,0
107311,0
76311,0
51012,0
128819,0
83980,0
15211,1
55074,0
157229,0
152580,0
15470,1
122335,0
10695,1
152574,0
35488,1
62144,0
74678,0
90673,0
7071,1
3183,1
120392,0
90787,0
98854,0
70881,0
103966,0
122547,0
58972,0
100804,0
127366,0
35674,1
51912,0
96334,0
110820,0
42701,1
89634,0
58655,0
25460,1
63128,0
79133,0
53480,0
27393,1
90630,0
145200,0
130255,0
77585,0
106536,0
37257,1
35818,1
130092,0
123389,0
121240,0
93751,0
56053,0
62326,0
88080,0
7702,1
51112,0
119535,0
121614,0
136453,0
157542,0
112005,0
108322,0
102397,0
110492,0
140467,0
139787,0
21396,1
90704,0
37180,1
128928,0
127253,0
20066,1
135251,0
131959,0
65055,0
143377,0
78255,0
72952,0
121824,0
129678,0
145395,0
23439,1
11567,1
29525,1
128652,0
93738,0
102870,0
7275,1
69353,0
109252,0
53299,0
104344,0
124181,0
6306,1
62811,0
62038,0
141213,0
5876,1
33091,1
140082,0
60901,0
62694,0
14368,1
138760,0
126793,0
90231,0
116449,0
124109,0
157530,0
93600,0
79432,0
44809,1
90541,0
36618,1
805,1
149417,0
30678,1
42180,1
25175,1
16118,1
82645,0
42994,1
75027,0
72902,0
90857,0
135649,0
36587,1
125869,0
150930,0
47401,0
131862,0
134659,0
36737,1
88936,0
66605,0
32581,1
61353,0
63006,0
10381,1
34543,1
3912,1
6758,1
127931,0
36643,1
18556,1
23590,1
117240,0
93284,0
145907,0
63867,0
147907,0
136076,0
11098,1
36269,1
79158,0
119609,0
32021,1
148065,0
136797,0
122112,0
101112,0
86998,0
101876,0
16159,1
40583,1
61256,0
4753,1
98757,0
41441,1
56089,0
73258,0
82229,0
81062,0
14549,1
34107,1
73025,0
133340,0
5953,1
147657,0
83170,0
545,1
140940,0
36641,1
77553,0
158797,0
41342,1
133179,0
154397,0
72522,0
19369,1
60534,0
22650,1
126677,0
72431,0
36532,1
62809,0
49499,0
35667,1
59479,0
134775,0
42168,1
154504,0
130333,0
66131,0
46387,0
28800,1
155587,0
29863,1
74643,0
34911,1
70515,0
139658,0
40871,1
18385,1
72505,0
108117,0
83254,0
56679,0
13845,1
25496,1
3623,1
51150,0
57239,0
103213,0
66269,0
36272,1
109911,0
128755,0
159142,0
10130,1
15198,1
31494,1
83866,0
112786,0
52862,0
75216,0
37544,1
773,1
105394,0
80221,0
100310,0
76998,0
51688,0
118160,0
12608,1
101631,0
51982,0
149517,0
97984,0
133265,0
109579,0
96140,0
140960,0
129842,0
139933,0
67544,0
101480,0
73743,0
53113,0
59421,0
81185,0
22423,1
138920,0
131164,0
12090,1
53887,0
132662,0
107565,0
58345,0
56059,0
71764,0
94729,0
47625,0
87937,0
75938,0
126036,0
144443,0
58014,0
100754,0
79074,0
115937,0
95656,0
82699,0
35631,1
2352,1
48827,0
58246,0
138556,0
57907,0
95663,0
8276,1
141882,0
142784,0
100178,0
69596,0
124452,0
152480,0
72147,0
42385,1
141922,0
103826,0
104222,0
140554,0
138454,0
19846,1
156363,0
77996,0
107477,0
69268,0
117091,0
56944,0
140429,0
21874,1
96390,0
98586,0
8938,1
100623,0
39686,1
101612,0
138571,0
72567,0
120165,0
34163,1
108781,0
3106,1
89550,0
140168,0
141676,0
94075,0
93420,0
27066,1
121280,0
140905,0
98031,0
85069,0
159423,0
70320,0
97541,0
33830,1
65767,0
90018,0
14691,1
65564,0
121936,0
114883,0
92122,0
115902,0
92135,0
56109,0
64861,0
27680,1
40397,1
156302,0
57846,0
102907,0
40983,1
31824,1
58069,0
4282,1
102638,0
8315,1
92952,0
51880,0
69610,0
68575,0
106087,0
127292,0
961,1
155714,0
61973,0
67570,0
130544,0
132992,0
33518,1
127774,0
26333,1
11871,1
35683,1
32134,1
886,1
36868,1
26726,1
16488,1
102946,0
937,1
10767,1
104235,0
158147,0
62110,0
89406,0
110774,0
14501,1
79952,0
1874,1
107123,0
101347,0
84704,0
89704,0
104999,0
67144,0
79801,0
100355,0
152912,0
143543,0
108582,0
123126,0
154256,0
39710,1
51541,0
12422,1
103337,0
47888,0
82506,0
51844,0
13324,1
72445,0
29193,1
35607,1
122745,0
128958,0
102741,0
145423,0
156244,0
25776,1
104041,0
